자전거번호,대여일시,대여소번호,대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간,이용거리
SPB-21502,2019-11-06 9:07,103,망원역 2번출구 앞,8,2019-11-06 9:17,101,(구)합정동 주민센터,2,9,950
SPB-04119,2019-11-06 9:49,104,합정역 1번출구 앞,8,2019-11-06 9:56,101,(구)합정동 주민센터,1,6,1140
SPB-19116,2019-11-06 10:36,228,선유도역 3번출구 앞,9,2019-11-06 10:52,101,(구)합정동 주민센터,4,16,3000
SPB-18670,2019-11-06 11:41,113,홍대입구역 2번출구 앞,22,2019-11-06 11:54,101,(구)합정동 주민센터,1,12,1990
SPB-25280,2019-11-06 10:35,103,망원역 2번출구 앞,8,2019-11-06 12:24,101,(구)합정동 주민센터,4,105,1050
SPB-16974,2019-11-06 15:44,114,홍대입구역 8번출구 앞,13,2019-11-06 15:58,101,(구)합정동 주민센터,5,13,0
SPB-04754,2019-11-06 16:08,151,망원1동주민센터,,2019-11-06 16:45,101,(구)합정동 주민센터,5,36,2960
SPB-16815,2019-11-06 16:52,106,합정역 7번출구 앞,2,2019-11-06 17:04,101,(구)합정동 주민센터,2,11,920
SPB-06127,2019-11-06 16:06,1925,동양미래대학교 정문 옆,6,2019-11-06 17:09,101,(구)합정동 주민센터,4,62,12610
SPB-23090,2019-11-06 17:09,141,연대 대운동장 옆,10,2019-11-06 17:40,101,(구)합정동 주민센터,3,30,3960
SPB-13851,2019-11-06 17:48,152,마포구민체육센터 앞,18,2019-11-06 17:52,101,(구)합정동 주민센터,1,4,1180
SPB-11422,2019-11-06 17:55,205,산업은행 앞,17,2019-11-06 18:21,101,(구)합정동 주민센터,2,25,4490
SPB-14445,2019-11-06 18:07,409,누리꿈스퀘어 옆,2,2019-11-06 18:32,101,(구)합정동 주민센터,1,25,5280
SPB-16104,2019-11-06 18:25,104,합정역 1번출구 앞,5,2019-11-06 18:36,101,(구)합정동 주민센터,5,10,1010
SPB-08739,2019-11-06 18:32,115,사루비아 빌딩 앞,1,2019-11-06 18:46,101,(구)합정동 주민센터,5,13,2590
SPB-17074,2019-11-06 18:33,267,삼성화재 사옥 옆,2,2019-11-06 18:49,101,(구)합정동 주민센터,2,,2390
SPB-06190,2019-11-06 18:23,226,샛강역 1번출구 앞,12,2019-11-06 18:50,101,(구)합정동 주민센터,1,25,0
SPB-23204,2019-11-06 19:04,408,LG CNS앞,12,2019-11-06 19:28,101,(구)합정동 주민센터,3,24,4800
SPB-16810,2019-11-06 21:26,152,마포구민체육센터 앞,25,2019-11-06 21:35,101,(구)합정동 주민센터,5,9,1200
SPB-17708,2019-11-06 21:47,826,서울역 서부교차로2,,2019-11-06 22:16,101,(구)합정동 주민센터,5,28,6800
SPB-06190,2019-11-06 22:11,101,(구)합정동 주민센터,1,2019-11-06 22:27,101,(구)합정동 주민센터,1,15,0
SPB-22624,2019-11-06 23:01,103,망원역 2번출구 앞,4,2019-11-06 23:09,101,(구)합정동 주민센터,5,6,760
SPB-18311,2019-11-06 23:35,109,제일빌딩 앞,9,2019-11-06 23:45,101,(구)합정동 주민센터,5,8,1500
SPB-16119,2019-11-07 2:27,151,망원1동주민센터,6,2019-11-07 2:33,101,(구)합정동 주민센터,2,5,1070
SPB-06454,2019-11-07 8:45,102,망원역 1번출구 앞,9,2019-11-07 8:54,101,(구)합정동 주민센터,5,9,1350
SPB-06454,2019-11-07 9:07,103,망원역 2번출구 앞,4,2019-11-07 9:14,101,(구)합정동 주민센터,3,5,1050
SPB-14547,2019-11-07 9:31,152,마포구민체육센터 앞,1,2019-11-07 9:46,101,(구)합정동 주민센터,4,13,0
SPB-15214,2019-11-07 9:44,104,합정역 1번출구 앞,12,2019-11-07 9:49,101,(구)합정동 주민센터,5,4,1210
SPB-09571,2019-11-07 9:45,391,정동길입구,4,2019-11-07 9:55,101,(구)합정동 주민센터,4,9,1110
SPB-22387,2019-11-07 9:49,104,합정역 1번출구 앞,11,2019-11-07 10:00,101,(구)합정동 주민센터,3,11,950
SPB-16422,2019-11-07 13:08,152,마포구민체육센터 앞,,2019-11-07 13:14,101,(구)합정동 주민센터,5,5,1180
SPB-16551,2019-11-07 14:58,421,마포구청 앞,8,2019-11-07 15:20,101,(구)합정동 주민센터,5,21,2820
SPB-03243,2019-11-07 15:29,113,홍대입구역 2번출구 앞,8,2019-11-07 15:40,101,(구)합정동 주민센터,4,11,2310
SPB-22542,2019-11-07 15:59,111,상수역 2번출구 앞,4,2019-11-07 16:11,101,(구)합정동 주민센터,1,11,1580
SPB-06373,2019-11-07 16:02,141,연대 대운동장 옆,4,2019-11-07 16:24,101,(구)합정동 주민센터,1,21,0
SPB-21813,2019-11-07 16:33,104,합정역 1번출구 앞,3,2019-11-07 16:40,101,(구)합정동 주민센터,5,6,800
SPB-09682,2019-11-07 17:08,183,하늘채코오롱아파트 건너편,6,2019-11-07 17:43,101,(구)합정동 주민센터,5,34,3810
SPB-06588,2019-11-07 17:52,203,국회의사당역 3번출구 옆,5,2019-11-07 18:18,101,(구)합정동 주민센터,4,25,5010
SPB-24761,2019-11-07 18:44,267,삼성화재 사옥 옆,2,2019-11-07 18:57,101,(구)합정동 주민센터,1,12,2310
SPB-07514,2019-11-07 18:59,225,앙카라공원 앞,2,2019-11-07 19:29,101,(구)합정동 주민센터,5,29,
SPB-21357,2019-11-07 20:53,104,합정역 1번출구 앞,9,2019-11-07 20:58,101,(구)합정동 주민센터,3,4,790
SPB-23941,2019-11-07 21:12,826,서울역 서부교차로2,17,2019-11-07 21:39,101,(구)합정동 주민센터,3,27,6150
SPB-22061,2019-11-07 21:45,106,합정역 7번출구 앞,2,2019-11-07 21:50,101,(구)합정동 주민센터,1,4,760
SPB-14672,2019-11-07 21:47,152,마포구민체육센터 앞,20,2019-11-07 21:57,101,(구)합정동 주민센터,1,9,1190
SPB-03614,2019-11-07 21:40,121,마포소방서 앞,13,2019-11-07 21:57,101,(구)합정동 주민센터,2,16,2940
SPB-18541,2019-11-07 23:13,108,서교동 사거리,9,2019-11-07 23:22,101,(구)합정동 주민센터,5,8,1570
SPB-18245,2019-11-07 23:46,103,망원역 2번출구 앞,14,2019-11-07 23:57,101,(구)합정동 주민센터,2,10,1720
SPB-13596,2019-11-07 23:51,103,망원역 2번출구 앞,9,2019-11-07 23:58,101,(구)합정동 주민센터,1,6,1040
SPB-18883,2019-11-08 2:10,151,망원1동주민센터,2,2019-11-08 2:20,101,(구)합정동 주민센터,5,9,570
SPB-17059,2019-11-08 8:46,103,망원역 2번출구 앞,7,2019-11-08 8:52,101,(구)합정동 주민센터,5,6,1170
SPB-15960,2019-11-08 9:10,103,망원역 2번출구 앞,1,2019-11-08 9:18,101,(구)합정동 주민센터,4,8,1060
SPB-20868,2019-11-08 9:46,104,합정역 1번출구 앞,8,2019-11-08 9:54,101,(구)합정동 주민센터,4,7,
SPB-08123,2019-11-08 11:42,113,홍대입구역 2번출구 앞,19,2019-11-08 11:54,101,(구)합정동 주민센터,,11,2150
SPB-08123,2019-11-08 12:56,101,(구)합정동 주민센터,3,2019-11-08 13:11,101,(구)합정동 주민센터,3,13,1710
SPB-16032,2019-11-08 13:06,152,마포구민체육센터 앞,30,2019-11-08 13:12,101,(구)합정동 주민센터,5,5,1170
SPB-22576,2019-11-08 14:01,421,마포구청 앞,1,2019-11-08 14:24,101,(구)합정동 주민센터,1,22,3900
SPB-22660,2019-11-08 14:19,111,상수역 2번출구 앞,6,2019-11-08 14:42,101,(구)합정동 주민센터,2,21,1770
SPB-08123,2019-11-08 14:28,101,(구)합정동 주민센터,3,2019-11-08 14:43,101,(구)합정동 주민센터,3,14,1870
SPB-07062,2019-11-08 15:32,113,홍대입구역 2번출구 앞,21,2019-11-08 15:57,101,(구)합정동 주민센터,3,24,2310
SPB-08123,2019-11-08 15:34,101,(구)합정동 주민센터,3,2019-11-08 16:18,101,(구)합정동 주민센터,5,43,5330
SPB-06693,2019-11-08 15:42,154,마포구청역,6,2019-11-08 16:37,101,(구)합정동 주민센터,1,54,2820
SPB-02367,2019-11-08 17:31,106,합정역 7번출구 앞,6,2019-11-08 17:38,101,(구)합정동 주민센터,2,6,1030
SPB-21790,2019-11-08 16:53,186,월드컵공원,30,2019-11-08 17:39,101,(구)합정동 주민센터,1,45,3580
SPB-22365,2019-11-08 18:18,148,용강동 주민센터 앞,1,2019-11-08 18:49,101,(구)합정동 주민센터,5,29,4790
SPB-08399,2019-11-08 18:47,432,마포중앙도서관,4,2019-11-08 19:00,101,(구)합정동 주민센터,3,12,2000
SPB-23798,2019-11-08 19:13,106,합정역 7번출구 앞,2,2019-11-08 19:27,101,(구)합정동 주민센터,1,12,440
SPB-14276,2019-11-08 19:07,410,상암중학교 옆,4,2019-11-08 19:33,101,(구)합정동 주민센터,4,25,
SPB-07062,2019-11-08 19:27,104,합정역 1번출구 앞,12,2019-11-08 19:33,101,(구)합정동 주민센터,1,5,1090
SPB-22277,2019-11-08 19:20,103,망원역 2번출구 앞,13,2019-11-08 20:14,101,(구)합정동 주민센터,1,50,4520
SPB-14593,2019-11-08 19:20,103,망원역 2번출구 앞,14,2019-11-08 20:15,101,(구)합정동 주민센터,1,54,5140
SPB-02239,2019-11-08 19:42,284,센트럴 푸르지오 시티 앞,11,2019-11-08 20:26,101,(구)합정동 주민센터,2,39,4660
SPB-02367,2019-11-08 20:24,101,(구)합정동 주민센터,2,2019-11-08 20:42,101,(구)합정동 주민센터,1,17,1820
SPB-21760,2019-11-08 20:28,826,서울역 서부교차로2,20,2019-11-08 20:57,101,(구)합정동 주민센터,5,27,6120
SPB-16068,2019-11-08 22:12,102,망원역 1번출구 앞,2,2019-11-08 22:20,101,(구)합정동 주민센터,2,7,1130
SPB-03852,2019-11-08 22:17,102,망원역 1번출구 앞,15,2019-11-08 22:27,101,(구)합정동 주민센터,5,9,1070
SPB-05480,2019-11-08 22:27,103,망원역 2번출구 앞,10,2019-11-08 22:33,101,(구)합정동 주민센터,2,6,1050
SPB-14488,2019-11-08 22:33,103,망원역 2번출구 앞,11,2019-11-08 22:39,101,(구)합정동 주민센터,1,5,1090
SPB-22933,2019-11-08 22:30,112,극동방송국 앞,5,2019-11-08 22:44,101,(구)합정동 주민센터,4,13,1700
SPB-17890,2019-11-08 22:03,391,정동길입구,3,2019-11-08 22:48,101,(구)합정동 주민센터,3,44,8120
SPB-14571,2019-11-08 22:54,114,홍대입구역 8번출구 앞,11,2019-11-08 23:07,101,(구)합정동 주민센터,2,13,2400
SPB-20415,2019-11-08 23:10,113,홍대입구역 2번출구 앞,1,2019-11-08 23:22,101,(구)합정동 주민센터,5,12,1250
SPB-08818,2019-11-08 23:13,108,서교동 사거리,2,2019-11-08 23:24,101,(구)합정동 주민센터,2,10,1360
SPB-16380,2019-11-09 0:35,419,홈플러스 앞,20,2019-11-09 0:51,101,(구)합정동 주민센터,1,16,
SPB-13790,2019-11-09 8:05,203,국회의사당역 3번출구 옆,2,2019-11-09 8:30,101,(구)합정동 주민센터,3,25,4980
SPB-08399,2019-11-09 6:49,101,(구)합정동 주민센터,3,2019-11-09 8:40,101,(구)합정동 주민센터,2,100,2830
SPB-14276,2019-11-09 11:23,101,(구)합정동 주민센터,,2019-11-09 12:45,101,(구)합정동 주민센터,5,81,2400
SPB-13611,2019-11-09 12:46,152,마포구민체육센터 앞,27,2019-11-09 12:57,101,(구)합정동 주민센터,1,10,1210
SPB-15132,2019-11-09 14:16,106,합정역 7번출구 앞,10,2019-11-09 14:28,101,(구)합정동 주민센터,1,11,950
SPB-18981,2019-11-09 14:42,134,연세로 명물길,1,2019-11-09 15:05,101,(구)합정동 주민센터,3,22,3890
SPB-20417,2019-11-09 18:24,116,일진아이윌아파트 옆,,2019-11-09 20:27,101,(구)합정동 주민센터,1,114,2970
SPB-20022,2019-11-09 18:23,116,일진아이윌아파트 옆,4,2019-11-09 20:28,101,(구)합정동 주민센터,4,122,3440
SPB-14218,2019-11-09 20:33,114,홍대입구역 8번출구 앞,6,2019-11-09 20:52,101,(구)합정동 주민센터,2,17,2590
SPB-19959,2019-11-09 20:46,102,망원역 1번출구 앞,,2019-11-09 20:55,101,(구)합정동 주민센터,3,8,1110
SPB-14218,2019-11-09 21:05,101,(구)합정동 주민센터,2,2019-11-09 21:25,101,(구)합정동 주민센터,2,19,1730
SPB-21297,2019-11-09 21:04,391,정동길입구,8,2019-11-09 21:51,101,(구)합정동 주민센터,1,45,7750
SPB-10067,2019-11-09 21:37,108,서교동 사거리,1,2019-11-09 21:58,101,(구)합정동 주민센터,,20,1270
SPB-08019,2019-11-09 21:56,112,극동방송국 앞,9,2019-11-09 22:06,101,(구)합정동 주민센터,5,10,1660
SPB-24279,2019-11-09 23:23,125,서강대 남문 옆,,2019-11-09 23:43,101,(구)합정동 주민센터,2,18,4670
SPB-18301,2019-11-09 23:40,103,망원역 2번출구 앞,9,2019-11-10 0:21,101,(구)합정동 주민센터,4,,6510
SPB-12984,2019-11-10 1:03,134,연세로 명물길,8,2019-11-10 1:32,101,(구)합정동 주민센터,1,27,3400
SPB-10067,2019-11-10 5:59,101,(구)합정동 주민센터,3,2019-11-10 7:00,101,(구)합정동 주민센터,2,59,2440
SPB-11714,2019-11-10 6:22,113,홍대입구역 2번출구 앞,5,2019-11-10 7:18,101,(구)합정동 주민센터,5,54,2410
SPB-24164,2019-11-10 10:04,182,망원2빗물펌프장 앞,4,2019-11-10 10:40,101,(구)합정동 주민센터,2,35,
SPB-11835,2019-11-10 10:31,182,망원2빗물펌프장 앞,7,2019-11-10 11:32,101,(구)합정동 주민센터,1,59,5080
SPB-00927,2019-11-10 13:45,1998,고척교 교차로,6,2019-11-10 14:40,101,(구)합정동 주민센터,4,54,9310
SPB-05095,2019-11-10 16:07,151,망원1동주민센터,8,2019-11-10 16:20,101,(구)합정동 주민센터,1,12,1130
SPB-14725,2019-11-10 16:30,152,마포구민체육센터 앞,24,2019-11-10 16:41,101,(구)합정동 주민센터,2,10,1200
SPB-17468,2019-11-10 21:40,106,합정역 7번출구 앞,5,2019-11-10 21:45,101,(구)합정동 주민센터,1,4,840
SPB-15033,2019-11-10 21:32,125,서강대 남문 옆,7,2019-11-10 21:56,101,(구)합정동 주민센터,3,23,5230
SPB-15025,2019-11-10 22:24,103,망원역 2번출구 앞,14,2019-11-10 22:31,101,(구)합정동 주민센터,2,7,1070
SPB-14235,2019-11-11 0:45,108,서교동 사거리,1,2019-11-11 1:16,101,(구)합정동 주민센터,5,30,2240
SPB-03852,2019-11-11 9:20,103,망원역 2번출구 앞,14,2019-11-11 9:27,101,(구)합정동 주민센터,2,6,690
SPB-19930,2019-11-11 9:51,104,합정역 1번출구 앞,8,2019-11-11 9:59,101,(구)합정동 주민센터,1,7,1120
SPB-19930,2019-11-11 10:19,101,(구)합정동 주민센터,1,2019-11-11 10:32,101,(구)합정동 주민센터,1,12,1040
SPB-19930,2019-11-11 10:43,101,(구)합정동 주민센터,1,2019-11-11 11:23,101,(구)합정동 주민센터,3,39,3370
SPB-22264,2019-11-11 12:02,103,망원역 2번출구 앞,5,2019-11-11 12:08,101,(구)합정동 주민센터,1,5,1030
SPB-19930,2019-11-11 12:54,101,(구)합정동 주민센터,3,2019-11-11 13:03,101,(구)합정동 주민센터,3,8,1350
SPB-12136,2019-11-11 13:49,103,망원역 2번출구 앞,12,2019-11-11 13:57,101,(구)합정동 주민센터,4,7,1270
SPB-19930,2019-11-11 13:09,101,(구)합정동 주민센터,3,2019-11-11 14:24,101,(구)합정동 주민센터,3,74,2860
SPB-06200,2019-11-11 14:26,115,사루비아 빌딩 앞,1,2019-11-11 14:44,101,(구)합정동 주민센터,4,,0
SPB-16226,2019-11-11 14:47,102,망원역 1번출구 앞,17,2019-11-11 14:55,101,(구)합정동 주민센터,3,7,1170
SPB-16430,2019-11-11 14:56,104,합정역 1번출구 앞,7,2019-11-11 15:05,101,(구)합정동 주민센터,1,9,1000
SPB-20868,2019-11-11 14:42,104,합정역 1번출구 앞,12,2019-11-11 15:10,101,(구)합정동 주민센터,2,25,1770
SPB-17824,2019-11-11 17:05,148,용강동 주민센터 앞,11,2019-11-11 17:34,101,(구)합정동 주민센터,5,28,5710
SPB-08573,2019-11-11 17:59,151,망원1동주민센터,6,2019-11-11 18:08,101,(구)합정동 주민센터,1,8,990
SPB-06910,2019-11-11 18:20,432,마포중앙도서관,9,2019-11-11 18:34,101,(구)합정동 주민센터,1,13,2330
SPB-11840,2019-11-11 18:35,106,합정역 7번출구 앞,10,2019-11-11 18:42,101,(구)합정동 주민센터,5,6,810
SPB-17824,2019-11-11 18:21,101,(구)합정동 주민센터,5,2019-11-11 18:47,101,(구)합정동 주민센터,1,25,1750
SPB-04690,2019-11-11 18:22,148,용강동 주민센터 앞,3,2019-11-11 18:54,101,(구)합정동 주민센터,1,30,5510
SPB-05294,2019-11-11 19:01,104,합정역 1번출구 앞,4,2019-11-11 19:09,101,(구)합정동 주민센터,1,8,1290
SPB-03379,2019-11-11 18:31,226,샛강역 1번출구 앞,18,2019-11-11 19:18,101,(구)합정동 주민센터,4,46,6850
SPB-07966,2019-11-11 19:10,410,상암중학교 옆,4,2019-11-11 19:32,101,(구)합정동 주민센터,3,20,4540
SPB-07239,2019-11-11 19:12,104,합정역 1번출구 앞,12,2019-11-11 20:06,101,(구)합정동 주민센터,1,53,1230
SPB-12175,2019-11-11 20:22,184,SK망원동주유소 건너편,7,2019-11-11 20:32,101,(구)합정동 주민센터,1,9,1470
SPB-13199,2019-11-11 20:25,403,부엉이공원 앞,1,2019-11-11 21:00,101,(구)합정동 주민센터,2,33,6840
SPB-17396,2019-11-11 20:38,346,맥스타일 앞,6,2019-11-11 21:02,101,(구)합정동 주민센터,1,24,5290
SPB-14833,2019-11-11 21:18,432,마포중앙도서관,2,2019-11-11 21:31,101,(구)합정동 주민센터,1,12,2440
SPB-11389,2019-11-11 21:22,245,삼성생명 당산사옥 앞,6,2019-11-11 21:46,101,(구)합정동 주민센터,3,23,3190
SPB-07788,2019-11-11 21:38,152,마포구민체육센터 앞,23,2019-11-11 21:49,101,(구)합정동 주민센터,1,11,1070
SPB-25156,2019-11-11 23:15,623,서울시립대 정문 앞,12,2019-11-11 23:33,101,(구)합정동 주민센터,1,17,2860
SPB-17319,2019-11-11 22:46,391,정동길입구,2,2019-11-11 23:34,101,(구)합정동 주민센터,2,48,8290
SPB-11389,2019-11-11 22:05,101,(구)합정동 주민센터,3,2019-11-11 23:37,101,(구)합정동 주민센터,1,91,2020
SPB-17800,2019-11-12 0:42,106,합정역 7번출구 앞,5,2019-11-12 0:50,101,(구)합정동 주민센터,4,7,940
SPB-01566,2019-11-12 1:29,106,합정역 7번출구 앞,1,2019-11-12 1:35,101,(구)합정동 주민센터,1,5,820
SPB-22267,2019-11-12 1:52,151,망원1동주민센터,9,2019-11-12 1:56,101,(구)합정동 주민센터,5,4,1000
SPB-23155,2019-11-12 1:45,124,서강대 정문 건너편,6,2019-11-12 2:01,101,(구)합정동 주민센터,1,14,2790
SPB-11546,2019-11-12 1:59,108,서교동 사거리,5,2019-11-12 2:09,101,(구)합정동 주민센터,1,9,1550
SPB-14751,2019-11-12 9:06,438,성산2-1 공영주차장,9,2019-11-12 9:26,101,(구)합정동 주민센터,5,19,3900
SPB-24781,2019-11-12 9:47,104,합정역 1번출구 앞,10,2019-11-12 9:53,101,(구)합정동 주민센터,3,6,1070
SPB-24781,2019-11-12 10:45,101,(구)합정동 주민센터,3,2019-11-12 11:50,101,(구)합정동 주민센터,4,64,5600
SPB-24858,2019-11-12 11:41,113,홍대입구역 2번출구 앞,21,2019-11-12 11:54,101,(구)합정동 주민센터,1,11,2060
SPB-24781,2019-11-12 12:54,101,(구)합정동 주민센터,4,2019-11-12 12:58,101,(구)합정동 주민센터,4,4,690
SPB-04514,2019-11-12 12:32,152,마포구민체육센터 앞,1,2019-11-12 13:04,101,(구)합정동 주민센터,3,32,1200
SPB-22373,2019-11-12 14:42,102,망원역 1번출구 앞,6,2019-11-12 14:50,101,(구)합정동 주민센터,2,8,1160
SPB-06607,2019-11-12 14:54,102,망원역 1번출구 앞,13,2019-11-12 15:04,101,(구)합정동 주민센터,4,9,1410
SPB-20633,2019-11-12 15:33,113,홍대입구역 2번출구 앞,24,2019-11-12 15:50,101,(구)합정동 주민센터,2,16,2240
SPB-09784,2019-11-12 15:59,148,용강동 주민센터 앞,10,2019-11-12 16:27,101,(구)합정동 주민센터,1,28,5030
SPB-04514,2019-11-12 16:55,101,(구)합정동 주민센터,3,2019-11-12 17:07,101,(구)합정동 주민센터,3,10,1840
SPB-17300,2019-11-12 18:14,148,용강동 주민센터 앞,2,2019-11-12 18:42,101,(구)합정동 주민센터,1,28,5390
SPB-06102,2019-11-12 18:55,151,망원1동주민센터,9,2019-11-12 19:02,101,(구)합정동 주민센터,2,6,
SPB-11141,2019-11-12 19:16,247,당산역 10번출구 앞,4,2019-11-12 19:31,101,(구)합정동 주민센터,4,15,2450
SPB-02757,2019-11-12 19:38,151,망원1동주민센터,2,2019-11-12 19:49,101,(구)합정동 주민센터,5,10,1310
SPB-09235,2019-11-12 19:23,403,부엉이공원 앞,8,2019-11-12 20:01,101,(구)합정동 주민센터,1,32,6450
SPB-23858,2019-11-12 21:01,826,서울역 서부교차로2,12,2019-11-12 21:31,101,(구)합정동 주민센터,1,29,6210
SPB-08753,2019-11-12 22:01,106,합정역 7번출구 앞,7,2019-11-12 22:07,101,(구)합정동 주민센터,1,5,590
SPB-07236,2019-11-12 22:15,152,마포구민체육센터 앞,25,2019-11-12 22:27,101,(구)합정동 주민센터,2,10,1200
SPB-16069,2019-11-12 23:13,104,합정역 1번출구 앞,1,2019-11-12 23:18,101,(구)합정동 주민센터,1,5,990
SPB-22144,2019-11-12 22:51,391,정동길입구,4,2019-11-12 23:32,101,(구)합정동 주민센터,3,38,7330
SPB-06351,2019-11-12 23:47,103,망원역 2번출구 앞,9,2019-11-12 23:53,101,(구)합정동 주민센터,1,5,0
SPB-16124,2019-11-13 0:20,104,합정역 1번출구 앞,9,2019-11-13 0:28,101,(구)합정동 주민센터,4,7,1070
SPB-20972,2019-11-13 1:00,104,합정역 1번출구 앞,11,2019-11-13 1:05,101,(구)합정동 주민센터,5,5,710
SPB-22802,2019-11-13 9:32,103,망원역 2번출구 앞,3,2019-11-13 9:39,101,(구)합정동 주민센터,2,6,930
SPB-18589,2019-11-13 10:01,106,합정역 7번출구 앞,3,2019-11-13 10:06,101,(구)합정동 주민센터,1,4,500
SPB-19322,2019-11-13 11:50,152,마포구민체육센터 앞,23,2019-11-13 11:56,101,(구)합정동 주민센터,3,6,1160
SPB-17788,2019-11-13 13:04,152,마포구민체육센터 앞,20,2019-11-13 13:10,101,(구)합정동 주민센터,4,5,1200
SPB-13934,2019-11-13 18:00,106,합정역 7번출구 앞,4,2019-11-13 18:06,101,(구)합정동 주민센터,2,5,860
SPB-17924,2019-11-13 18:33,148,용강동 주민센터 앞,1,2019-11-13 19:08,101,(구)합정동 주민센터,2,34,690
SPB-11626,2019-11-13 18:55,267,삼성화재 사옥 옆,3,2019-11-13 19:08,101,(구)합정동 주민센터,5,12,2060
SPB-10061,2019-11-13 21:53,106,합정역 7번출구 앞,8,2019-11-13 22:00,101,(구)합정동 주민센터,3,6,910
SPB-17924,2019-11-13 21:51,152,마포구민체육센터 앞,19,2019-11-13 22:01,101,(구)합정동 주민센터,2,9,1420
SPB-19322,2019-11-13 21:23,101,(구)합정동 주민센터,3,2019-11-13 22:40,101,(구)합정동 주민센터,1,71,1940
SPB-24072,2019-11-13 22:17,826,서울역 서부교차로2,20,2019-11-13 22:45,101,(구)합정동 주민센터,2,26,6130
SPB-22075,2019-11-13 23:48,103,망원역 2번출구 앞,4,2019-11-13 23:53,101,(구)합정동 주민센터,1,5,760
SPB-05410,2019-11-14 3:20,106,합정역 7번출구 앞,1,2019-11-14 3:24,101,(구)합정동 주민센터,1,3,830
SPB-09193,2019-11-14 9:04,203,국회의사당역 3번출구 옆,1,2019-11-14 9:28,101,(구)합정동 주민센터,4,21,4340
SPB-07205,2019-11-14 12:07,1160,양천향교역 7번출구앞,1,2019-11-14 12:55,101,(구)합정동 주민센터,1,47,10260
SPB-07247,2019-11-14 16:13,148,용강동 주민센터 앞,11,2019-11-14 17:05,101,(구)합정동 주민센터,4,52,7420
SPB-15391,2019-11-14 17:14,113,홍대입구역 2번출구 앞,22,2019-11-14 17:29,101,(구)합정동 주민센터,1,,2290
SPB-18517,2019-11-14 18:40,104,합정역 1번출구 앞,1,2019-11-14 18:48,101,(구)합정동 주민센터,4,8,990
SPB-12442,2019-11-14 18:25,226,샛강역 1번출구 앞,15,2019-11-14 19:16,101,(구)합정동 주민센터,3,49,6340
SPB-11712,2019-11-14 19:19,104,합정역 1번출구 앞,8,2019-11-14 19:25,101,(구)합정동 주민센터,1,5,890
SPB-23012,2019-11-14 19:53,267,삼성화재 사옥 옆,2,2019-11-14 20:05,101,(구)합정동 주민센터,2,12,2350
SPB-16711,2019-11-14 20:41,151,망원1동주민센터,2,2019-11-14 20:48,101,(구)합정동 주민센터,4,6,1040
SPB-23793,2019-11-14 21:43,826,서울역 서부교차로2,18,2019-11-14 22:10,101,(구)합정동 주민센터,5,25,6320
SPB-23154,2019-11-14 22:05,106,합정역 7번출구 앞,10,2019-11-14 22:11,101,(구)합정동 주민센터,5,5,510
SPB-07283,2019-11-14 22:15,152,마포구민체육센터 앞,17,2019-11-14 22:26,101,(구)합정동 주민센터,,11,0
SPB-10593,2019-11-14 23:29,106,합정역 7번출구 앞,5,2019-11-14 23:40,101,(구)합정동 주민센터,4,10,
SPB-18614,2019-11-14 23:07,391,정동길입구,5,2019-11-14 23:49,101,(구)합정동 주민센터,3,40,7510
SPB-24467,2019-11-15 1:04,103,망원역 2번출구 앞,3,2019-11-15 1:10,101,(구)합정동 주민센터,1,5,770
SPB-13450,2019-11-15 2:22,151,망원1동주민센터,10,2019-11-15 2:27,101,(구)합정동 주민센터,2,4,1070
SPB-25161,2019-11-15 3:13,106,합정역 7번출구 앞,6,2019-11-15 3:18,101,(구)합정동 주민센터,1,3,640
SPB-24515,2019-11-15 3:58,112,극동방송국 앞,1,2019-11-15 4:08,101,(구)합정동 주민센터,1,9,1620
SPB-12116,2019-11-15 4:22,112,극동방송국 앞,5,2019-11-15 4:33,101,(구)합정동 주민센터,1,11,2200
SPB-17768,2019-11-15 9:31,103,망원역 2번출구 앞,14,2019-11-15 9:37,101,(구)합정동 주민센터,,5,
SPB-18841,2019-11-15 20:40,113,홍대입구역 2번출구 앞,24,2019-11-15 20:53,101,(구)합정동 주민센터,1,12,2280
SPB-24467,2019-11-15 21:55,152,마포구민체육센터 앞,18,2019-11-15 22:05,101,(구)합정동 주민센터,1,10,1180
SPB-17570,2019-11-15 22:16,391,정동길입구,7,2019-11-15 23:04,101,(구)합정동 주민센터,5,48,8100
